#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
NAM,ID,#,Type,UseAI,Type_1,Type_2,DeriveID,PosX,PosY,PosH,Stage,InitLvl,BornActID,DeadAct,BornFace,HitDead,DeadFinish,DropId,Dropodds
#,"Ω«…´ID°æ∏±±æ÷–Ω◊∂Œº‰∏ÙÃÓidŒ™65535,∆≥ˆ…˙µ„X◊¯±ÍŒ™º‰∏Ù◊¯±Í°ø",±∏◊¢,¿‡–Õ°æ0-NPC|1-BOSS|2-ƒæÕ∞|3-œ›⁄Â°ø,Ω«…´ π”√µƒAI°æ√ª”–ÃÓ65500°ø,∆‰À˚¿‡–Õ£∫0:ºÃ≥–Œª÷√≈……˙ 1:æ¯∂‘Œª÷√≈……˙(±Ì æ≈……˙◊¯±Í) 255:≤ª≈……˙(±Ì æ≥ˆ…˙◊¯±Í), «∑Ò «≈……˙π÷ŒÔ,À¿Õˆ≈……˙ID(÷ª÷ß≥÷±æ∆¡µƒID||––∫≈),≥ˆ…˙µ„X◊¯±Í,≥ˆ…˙µ„Y◊¯±Í,≥ˆ…˙µ„H◊¯±Í,À˘‘⁄∏±±æΩ◊∂Œ°æ≥« –ÃÓ0|–¸…Õ∫Õ¡‘ªÍÃÓ0°ø,Ω«…´≥ı ºµ»º∂,≥ˆ…˙’– Ω∂‘”¶µƒID|ActID,À¿Õˆ’– Ω∂‘”¶µƒID|ActID,0:ƒ¨»œµƒ∑ΩœÚ 1:œ‡∑¥µƒ∑ΩœÚ, «∑Ò…˙–ßÀ¿Õˆ, «∑ÒÀ¿Õˆ¡À≤≈ƒ‹Õ®π˝,µÙ¬‰id°æ65535¥˙±Ì√ª”–°ø,µÙ¬‰º∏¬ °æ∞Ÿ∑÷±»°ø
RAN,"[0,65535]",#,"[0,255]","[0,65500]","[0,255]","[0,1]","[0,255]","[0,65500]","[0,65500]","[0,65500]","[0,255]","[0,255]","[0,255]","[0,255]","[0,1]","[0,1]","[0,1]","[0,65535]","[0,100]"
0,600,≈£Õ∑ª§Œ¿,0,0,255,0,255,650,120,0,0,1,10,255,0,0,1,65535,0
1,600,≈£Õ∑ª§Œ¿,0,0,255,0,255,800,170,0,0,1,10,255,0,0,1,65535,0
2,600,≈£Õ∑ª§Œ¿,0,0,255,0,255,800,70,0,0,1,10,255,0,0,1,65535,0
3,155,≈£Õ∑±¯,0,0,255,0,255,900,220,0,0,1,10,255,0,0,1,65535,0
4,155,≈£Õ∑±¯,0,0,255,0,255,900,20,0,0,1,10,255,0,0,1,65535,0
5,381,µÿ¥Ã,3,0,255,0,255,450,220,0,0,1,255,255,0,0,0,65535,0
6,381,µÿ¥Ã,3,0,255,0,255,450,70,0,0,1,255,255,0,0,0,65535,0
7,381,µÿ¥Ã,3,0,255,0,255,700,170,0,0,1,255,255,0,0,0,65535,0
8,381,µÿ¥Ã,3,0,255,0,255,700,20,0,0,1,255,255,0,0,0,65535,0
9,371,ƒæÕ∞,2,0,255,0,255,900,220,0,0,1,255,255,0,0,0,0,100
10,65535,µ⁄“ª∆¡,0,65500,255,0,255,1000,250,0,0,1,255,255,0,0,0,65535,0
11,374,ª—ÊÕºÃ⁄,2,0,255,0,255,1200,220,0,1,1,255,255,0,0,0,65535,0
12,374,ª—ÊÕºÃ⁄,2,0,255,0,255,1500,220,0,1,1,255,255,0,0,0,65535,0
13,374,ª—ÊÕºÃ⁄,2,0,255,0,255,1800,220,0,1,1,255,255,0,0,0,65535,0
14,379,¥•∑¢∆˜,4,65500,1,0,23,1300,200,0,1,1,255,255,0,1,0,65535,0
15,379,¥•∑¢∆˜,4,65500,1,0,24,1300,200,0,1,1,255,255,0,1,0,65535,0
16,379,¥•∑¢∆˜,4,65500,1,0,25,1300,200,0,1,1,255,255,0,1,0,65535,0
17,379,¥•∑¢∆˜,4,65500,1,0,26,1300,200,0,1,1,255,255,0,1,0,65535,0
18,379,¥•∑¢∆˜,4,65500,1,0,27,1300,200,0,1,1,255,255,0,1,0,65535,0
19,379,¥•∑¢∆˜,4,65500,1,0,28,1300,200,0,1,1,255,255,0,1,0,65535,0
20,379,¥•∑¢∆˜,4,65500,1,0,29,1300,200,0,1,1,255,255,0,1,0,65535,0
21,379,¥•∑¢∆˜,4,65500,1,0,30,1300,200,0,1,1,255,255,0,1,0,65535,0
22,379,¥•∑¢∆˜,4,65500,1,0,31,1300,200,0,1,1,255,255,0,1,0,65535,0
23,155,≈£Õ∑±¯,0,0,255,1,255,1300,20,0,1,1,10,255,0,0,1,65535,0
24,155,≈£Õ∑±¯,0,0,255,1,255,1500,20,0,1,1,10,255,0,0,1,65535,0
25,155,≈£Õ∑±¯,0,0,255,1,255,1700,20,0,1,1,10,255,0,0,1,65535,0
26,375,πˆÕ≤,2,0,255,1,255,2000,150,0,1,1,255,255,0,0,0,0,50
27,375,πˆÕ≤,2,0,255,1,255,2000,80,0,1,1,255,255,0,0,0,0,50
28,375,πˆÕ≤,2,0,255,1,255,2600,150,0,1,1,255,255,0,0,0,0,50
29,375,πˆÕ≤,2,0,255,1,255,2600,80,0,1,1,255,255,0,0,0,0,50
30,383,πˆÕ≤◊Û,2,0,255,1,255,800,220,0,1,1,255,255,0,0,0,0,50
31,383,πˆÕ≤◊Û,2,0,255,1,255,800,20,0,1,1,255,255,0,0,0,0,50
32,65535,µ⁄∂˛∆¡,0,65500,255,0,255,2000,250,0,1,1,255,255,0,0,0,65535,0
33,379,¥•∑¢∆˜,4,65500,1,0,37,2400,200,0,2,1,255,255,0,1,0,65535,0
