#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
NAM,ID,#,Type,UseAI,Type_1,Type_2,DeriveID,PosX,PosY,PosH,Stage,InitLvl,BornActID,DeadAct,BornFace,HitDead,DeadFinish,DropId,Dropodds
#,"Ω«…´ID°æ∏±±æ÷–Ω◊∂Œº‰∏ÙÃÓidŒ™65535,∆≥ˆ…˙µ„X◊¯±ÍŒ™º‰∏Ù◊¯±Í°ø",±∏◊¢,¿‡–Õ°æ0-NPC|1-BOSS|2-ƒæÕ∞|3-œ›⁄Â°ø,Ω«…´ π”√µƒAI°æ√ª”–ÃÓ65500°ø,∆‰À˚¿‡–Õ£∫0:ºÃ≥–Œª÷√≈……˙ 1:æ¯∂‘Œª÷√≈……˙(±Ì æ≈……˙◊¯±Í) 255:≤ª≈……˙(±Ì æ≥ˆ…˙◊¯±Í), «∑Ò «≈……˙π÷ŒÔ,À¿Õˆ≈……˙ID(÷ª÷ß≥÷±æ∆¡µƒID||––∫≈),≥ˆ…˙µ„X◊¯±Í,≥ˆ…˙µ„Y◊¯±Í,≥ˆ…˙µ„H◊¯±Í,À˘‘⁄∏±±æΩ◊∂Œ°æ≥« –ÃÓ0|–¸…Õ∫Õ¡‘ªÍÃÓ0°ø,Ω«…´≥ı ºµ»º∂,≥ˆ…˙’– Ω∂‘”¶µƒID|ActID,À¿Õˆ’– Ω∂‘”¶µƒID|ActID,0:ƒ¨»œµƒ∑ΩœÚ 1:œ‡∑¥µƒ∑ΩœÚ, «∑Ò…˙–ßÀ¿Õˆ, «∑ÒÀ¿Õˆ¡À≤≈ƒ‹Õ®π˝,µÙ¬‰id°æ65535¥˙±Ì√ª”–°ø,µÙ¬‰º∏¬ °æ∞Ÿ∑÷±»°ø
RAN,"[0,65535]",#,"[0,255]","[0,65500]","[0,255]","[0,1]","[0,255]","[0,65500]","[0,65500]","[0,65500]","[0,255]","[0,255]","[0,255]","[0,255]","[0,1]","[0,1]","[0,1]","[0,65535]","[0,100]"
0,1008,∏Á≤º¡÷øÛπ§,0,11,255,0,255,550,60,0,0,1,10,255,0,0,1,65535,0
1,1008,∏Á≤º¡÷øÛπ§,0,11,255,0,255,550,160,0,0,1,10,255,0,0,1,65535,0
2,1028,≈£Õ∑Œ¿±¯,0,11,255,0,255,700,20,0,0,1,10,255,0,0,1,65535,0
3,1028,≈£Õ∑Œ¿±¯,0,11,255,0,255,700,120,0,0,1,10,255,0,0,1,65535,0
4,1028,≈£Õ∑Œ¿±¯,0,11,255,0,255,700,220,0,0,1,10,255,0,0,1,65535,0
5,371,ƒæÕ∞,2,0,255,0,255,900,220,500,0,1,0,255,0,0,0,65535,0
6,65535,µ⁄“ª∆¡,0,0,255,0,255,1000,250,0,0,1,255,255,0,0,1,65535,0
7,1008,∏Á≤º¡÷øÛπ§,0,11,255,0,255,1300,20,0,1,1,10,255,0,0,1,65535,0
8,1008,∏Á≤º¡÷øÛπ§,0,11,255,0,255,1300,220,0,1,1,10,255,0,0,1,65535,0
9,1008,∏Á≤º¡÷øÛπ§,0,11,255,0,255,1300,120,0,1,1,10,255,0,0,1,65535,0
10,379,¥•∑¢∆˜,4,0,1,0,13,1500,200,0,1,1,255,255,0,1,0,65535,0
11,379,¥•∑¢∆˜,4,0,1,0,14,1500,200,0,1,1,255,255,0,1,0,65535,0
12,379,¥•∑¢∆˜,4,0,1,0,15,1500,200,0,1,1,255,255,0,1,0,65535,0
13,1028,≈£Õ∑Œ¿±¯,0,11,255,1,255,1800,20,0,1,1,10,255,0,0,1,65535,0
14,1038,’ø¿∂ ﬁ—˝,0,11,255,1,255,1900,120,0,1,1,10,255,0,0,1,0,100
15,1028,≈£Õ∑Œ¿±¯,0,11,255,1,255,1800,220,0,1,1,10,255,0,0,1,65535,0
16,371,ƒæÕ∞,2,0,255,0,255,1500,20,0,1,1,255,255,0,0,0,65535,0
17,65535,µ⁄∂˛∆¡,0,0,255,0,255,2000,250,0,1,1,255,255,0,0,1,65535,0
18,1018, ≥√Œ“œ,0,11,255,0,255,2550,20,0,2,1,10,255,0,0,1,65535,0
19,1038,’ø¿∂ ﬁ—˝,0,11,255,0,255,2550,120,0,2,1,10,255,0,0,1,65535,0
20,1018, ≥√Œ“œ,0,11,255,0,255,2550,220,0,2,1,10,255,0,0,1,65535,0
21,371,ƒæÕ∞,2,0,255,0,255,2700,220,0,2,1,255,255,0,0,0,65535,0
22,65535,µ⁄»˝∆¡,0,0,255,0,255,3000,250,0,2,1,255,255,0,0,1,65535,0
23,1018, ≥√Œ“œ,0,11,255,0,255,2600,20,1400,3,1,10,255,0,0,1,65535,0
24,1018, ≥√Œ“œ,0,11,255,0,255,2600,120,1400,3,1,10,255,0,0,1,65535,0
25,1018, ≥√Œ“œ,0,11,255,0,255,2600,220,1400,3,1,10,255,0,0,1,65535,0
26,1038,’ø¿∂ ﬁ—˝,0,11,255,0,255,2000,120,1300,3,1,10,255,1,0,1,0,100
27,1028,≈£Õ∑Œ¿±¯,0,11,255,0,255,2000,20,1200,3,1,10,255,1,0,1,65535,0
28,1049,∏Á≤º¡÷◊Â≥§,1,2,255,0,255,2700,120,1100,3,1,11,255,0,0,1,65535,0
29,1028,≈£Õ∑Œ¿±¯,0,11,255,0,255,2000,220,1200,3,1,10,255,1,0,1,65535,0
30,65535,µ⁄»˝∆¡,0,0,255,0,255,3000,250,0,3,1,255,255,0,0,1,65535,0
