#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
NAM,ID,#,Type,UseAI,Type_1,Type_2,DeriveID,PosX,PosY,PosH,Stage,InitLvl,BornActID,DeadAct,BornFace,HitDead,DeadFinish,DropId,Dropodds
#,"Ω«…´ID°æ∏±±æ÷–Ω◊∂Œº‰∏ÙÃÓidŒ™65535,∆≥ˆ…˙µ„X◊¯±ÍŒ™º‰∏Ù◊¯±Í°ø",±∏◊¢,¿‡–Õ°æ0-NPC|1-BOSS|2-ƒæÕ∞|3-œ›⁄Â°ø,Ω«…´ π”√µƒAI°æ√ª”–ÃÓ65500°ø,∆‰À˚¿‡–Õ£∫0:ºÃ≥–Œª÷√≈……˙ 1:æ¯∂‘Œª÷√≈……˙(±Ì æ≈……˙◊¯±Í) 255:≤ª≈……˙(±Ì æ≥ˆ…˙◊¯±Í), «∑Ò «≈……˙π÷ŒÔ,À¿Õˆ≈……˙ID(÷ª÷ß≥÷±æ∆¡µƒID||––∫≈),≥ˆ…˙µ„X◊¯±Í,≥ˆ…˙µ„Y◊¯±Í,≥ˆ…˙µ„H◊¯±Í,À˘‘⁄∏±±æΩ◊∂Œ°æ≥« –ÃÓ0|–¸…Õ∫Õ¡‘ªÍÃÓ0°ø,Ω«…´≥ı ºµ»º∂,≥ˆ…˙’– Ω∂‘”¶µƒID|ActID,À¿Õˆ’– Ω∂‘”¶µƒID|ActID,0:ƒ¨»œµƒ∑ΩœÚ 1:œ‡∑¥µƒ∑ΩœÚ, «∑Ò…˙–ßÀ¿Õˆ, «∑ÒÀ¿Õˆ¡À≤≈ƒ‹Õ®π˝,µÙ¬‰id°æ65535¥˙±Ì√ª”–°ø,µÙ¬‰º∏¬ °æ∞Ÿ∑÷±»°ø
RAN,"[0,65535]",#,"[0,255]","[0,65500]","[0,255]","[0,1]","[0,255]","[0,65500]","[0,65500]","[0,65500]","[0,255]","[0,255]","[0,255]","[0,255]","[0,1]","[0,1]","[0,1]","[0,65535]","[0,100]"
0,1005, Øæﬁ»À,0,11,255,0,255,600,60,900,0,1,10,255,0,0,1,65535,0
1,1005, Øæﬁ»À,0,11,255,0,255,600,200,900,0,1,10,255,0,0,1,65535,0
2,1005, Øæﬁ»À,0,11,255,0,255,700,130,1000,0,1,10,255,0,0,1,65535,0
3,371,ƒæÕ∞,2,0,255,0,255,400,240,0,0,1,255,255,0,0,0,0,80
4,371,ƒæÕ∞,2,0,255,0,255,500,240,0,0,1,255,255,0,0,0,65535,0
5,382,‘… Ø,2,1,255,0,255,500,240,0,0,1,255,255,0,0,0,65535,0
6,65535,µ⁄“ª∆¡µ⁄“ªΩ◊∂Œ,0,0,255,0,255,1000,250,0,0,1,255,255,0,0,1,65535,0
7,1005, Øæﬁ»À,0,11,255,0,255,800,40,900,1,1,10,255,0,0,1,65535,0
8,1005, Øæﬁ»À,0,11,255,0,255,800,220,900,1,1,10,255,0,0,1,65535,0
9,1006,Ã˙¥∏ Øæﬁ»À,0,12,255,0,255,700,110,1000,1,1,10,255,0,0,1,65535,0
10,65535,µ⁄“ª∆¡µ⁄∂˛Ω◊∂Œ,0,0,255,0,255,1000,250,0,1,1,255,255,0,0,1,65535,0
11,1005, Øæﬁ»À,0,11,255,0,255,1200,40,0,2,1,10,255,0,0,1,65535,0
12,1005, Øæﬁ»À,0,11,255,0,255,1200,220,0,2,1,10,255,0,0,1,65535,0
13,1006,Ã˙¥∏ Øæﬁ»À,0,12,255,0,255,1250,110,0,2,1,10,255,0,0,1,65535,0
14,379,¥•∑¢∆˜,4,0,1,0,19,1500,200,0,2,1,255,255,0,1,0,65535,0
15,379,¥•∑¢∆˜,4,0,1,0,20,1500,200,0,2,1,255,255,0,1,0,65535,0
16,379,¥•∑¢∆˜,4,0,1,0,21,1500,200,0,2,1,255,255,0,1,0,65535,0
17,379,¥•∑¢∆˜,4,0,1,0,22,1500,200,0,2,1,255,255,0,1,0,65535,0
18,379,¥•∑¢∆˜,4,0,1,0,23,1500,200,0,2,1,255,255,0,1,0,65535,0
19,379,¥•∑¢∆˜,4,0,1,0,24,1500,200,0,2,1,255,255,0,1,0,65535,0
20,1005, Øæﬁ»À,0,11,255,1,255,1200,20,0,2,1,10,255,0,0,1,65535,0
21,1006,Ã˙¥∏ Øæﬁ»À,0,12,255,1,255,1200,220,0,2,1,10,255,0,0,1,65535,0
22,1005, Øæﬁ»À,0,11,255,1,255,1450,20,0,2,1,10,255,0,0,1,65535,0
23,1006,Ã˙¥∏ Øæﬁ»À,0,12,255,1,255,1450,220,0,2,1,10,255,0,0,1,65535,0
24,1005, Øæﬁ»À,0,11,255,1,255,1700,20,0,2,1,10,255,0,0,1,65535,0
25,1006,Ã˙¥∏ Øæﬁ»À,0,12,255,1,255,1700,220,0,2,1,10,255,0,0,1,65535,0
26,371,ƒæÕ∞,2,0,255,0,255,1560,240,0,2,1,255,255,0,0,0,2,60
27,371,ƒæÕ∞,2,0,255,0,255,1650,240,0,2,1,255,255,0,0,0,1,60
28,65535,µ⁄∂˛∆¡Ω· ¯,0,0,255,0,255,2000,250,0,2,1,255,255,0,0,1,65535,0
