#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
NAM,ID,#,Type,UseAI,Type_1,Type_2,DeriveID,PosX,PosY,PosH,Stage,InitLvl,BornActID,DeadAct,BornFace,HitDead,DeadFinish,DropId,Dropodds
#,"Ω«…´ID°æ∏±±æ÷–Ω◊∂Œº‰∏ÙÃÓidŒ™65535,∆≥ˆ…˙µ„X◊¯±ÍŒ™º‰∏Ù◊¯±Í°ø",±∏◊¢,¿‡–Õ°æ0-NPC|1-BOSS|2-ƒæÕ∞|3-œ›⁄Â°ø,Ω«…´ π”√µƒAI°æ√ª”–ÃÓ65500°ø,∆‰À˚¿‡–Õ£∫0:ºÃ≥–Œª÷√≈……˙ 1:æ¯∂‘Œª÷√≈……˙(±Ì æ≈……˙◊¯±Í) 255:≤ª≈……˙(±Ì æ≥ˆ…˙◊¯±Í), «∑Ò «≈……˙π÷ŒÔ,À¿Õˆ≈……˙ID(÷ª÷ß≥÷±æ∆¡µƒID||––∫≈),≥ˆ…˙µ„X◊¯±Í,≥ˆ…˙µ„Y◊¯±Í,≥ˆ…˙µ„H◊¯±Í,À˘‘⁄∏±±æΩ◊∂Œ°æ≥« –ÃÓ0|–¸…Õ∫Õ¡‘ªÍÃÓ0°ø,Ω«…´≥ı ºµ»º∂,≥ˆ…˙’– Ω∂‘”¶µƒID|ActID,À¿Õˆ’– Ω∂‘”¶µƒID|ActID,0:ƒ¨»œµƒ∑ΩœÚ 1:œ‡∑¥µƒ∑ΩœÚ, «∑Ò…˙–ßÀ¿Õˆ, «∑ÒÀ¿Õˆ¡À≤≈ƒ‹Õ®π˝,µÙ¬‰id°æ65535¥˙±Ì√ª”–°ø,µÙ¬‰º∏¬ °æ∞Ÿ∑÷±»°ø
RAN,"[0,65535]",#,"[0,255]","[0,65500]","[0,255]","[0,1]","[0,255]","[0,65500]","[0,65500]","[0,65500]","[0,255]","[0,255]","[0,255]","[0,255]","[0,1]","[0,1]","[0,1]","[0,65535]","[0,100]"
0,1037,±˘…ﬂ,0,11,255,0,255,700,20,0,0,1,10,255,0,0,1,65535,0
1,1037,±˘…ﬂ,0,11,255,0,255,700,110,0,0,1,10,255,0,0,1,65535,0
2,1037,±˘…ﬂ,0,11,255,0,255,700,220,0,0,1,10,255,0,0,1,65535,0
3,374,ÕºÃ⁄,2,0,255,0,255,800,240,0,0,1,255,255,0,0,0,0,100
4,379,¥•∑¢∆˜,4,0,1,0,7,300,200,0,0,1,255,255,0,1,0,65535,0
5,379,¥•∑¢∆˜,4,0,1,0,8,300,200,0,0,1,255,255,0,1,0,65535,0
6,379,¥•∑¢∆˜,4,0,1,0,9,300,200,0,0,1,255,255,0,1,0,65535,0
7,375,πˆÕ≤,2,0,255,1,255,1100,120,0,0,1,255,255,0,0,0,65535,0
8,375,πˆÕ≤,2,0,255,1,255,1500,120,0,0,1,255,255,0,0,0,0,100
9,375,πˆÕ≤,2,0,255,1,255,1900,20,0,0,1,255,255,0,0,0,65535,0
10,65535,µ⁄“ª∆¡,0,0,255,0,255,1000,650,0,0,1,255,255,0,0,1,65535,0
11,379,¥•∑¢∆˜,4,0,1,0,14,1200,200,0,1,1,255,255,0,1,0,65535,0
12,379,¥•∑¢∆˜,4,0,1,0,15,1200,200,0,1,1,255,255,0,1,0,65535,0
13,379,¥•∑¢∆˜,4,0,1,0,16,1200,200,0,1,1,255,255,0,1,0,65535,0
14,1034,—©‘≥,0,11,255,1,255,1600,220,0,1,1,10,255,0,0,1,65535,0
15,1034,—©‘≥,0,11,255,1,255,1500,110,0,1,1,10,255,0,0,1,65535,0
16,1034,—©‘≥,0,11,255,1,255,1600,20,0,1,1,10,255,0,0,1,65535,0
17,379,¥•∑¢∆˜,4,0,1,0,20,1300,200,0,1,1,255,255,0,1,0,65535,0
18,379,¥•∑¢∆˜,4,0,1,0,21,1300,200,0,1,1,255,255,0,1,0,65535,0
19,379,¥•∑¢∆˜,4,0,1,0,22,1300,200,0,1,1,255,255,0,1,0,65535,0
20,374,ÕºÃ⁄,2,0,255,1,255,1400,240,1500,1,1,10,255,0,0,0,0,100
21,374,ÕºÃ⁄,2,0,255,1,255,1600,240,1500,1,1,10,255,0,0,0,0,100
22,374,ÕºÃ⁄,2,0,255,1,255,1800,240,1500,1,1,10,255,0,0,0,0,100
23,371,ƒæÕ∞,2,0,255,0,255,1900,220,0,1,1,255,255,0,0,0,65535,0
24,371,ƒæÕ∞,2,0,255,0,255,1850,40,0,1,1,255,255,0,0,0,65535,0
25,65535,µ⁄∂˛∆¡µ⁄“ªΩ◊∂Œ,0,0,255,0,255,2000,650,0,1,1,10,255,0,0,1,65535,0
26,1034,—©‘≥,0,11,255,0,255,1700,20,0,2,1,10,255,0,0,1,65535,0
27,1037,±˘…ﬂ,0,11,255,0,255,1700,220,0,2,1,10,255,0,0,1,65535,0
28,1034,—©‘≥,0,11,255,0,255,1700,110,0,2,1,10,255,0,0,1,65535,0
29,1037,±˘…ﬂ,0,11,255,0,255,1200,20,0,2,1,10,255,1,0,1,65535,0
30,1037,±˘…ﬂ,0,11,255,0,255,1200,220,0,2,1,10,255,1,0,1,0,100
31,65535,µ⁄∂˛∆¡µ⁄∂˛Ω◊∂Œ,0,0,255,0,255,2000,650,0,2,1,255,255,0,0,1,65535,0
