#,0,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DTD,WORD,#,BYTE,WORD,BYTE,BYTE,BYTE,WORD,WORD,WORD,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,BYTE,WORD,WORD
NAM,ID,#,Type,UseAI,Type_1,Type_2,DeriveID,PosX,PosY,PosH,Stage,InitLvl,BornActID,DeadAct,BornFace,HitDead,DeadFinish,DropId,Dropodds
#,"Ω«…´ID°æ∏±±æ÷–Ω◊∂Œº‰∏ÙÃÓidŒ™65535,∆≥ˆ…˙µ„X◊¯±ÍŒ™º‰∏Ù◊¯±Í°ø",±∏◊¢,¿‡–Õ°æ0-NPC|1-BOSS|2-ƒæÕ∞|3-œ›⁄Â°ø,Ω«…´ π”√µƒAI°æ√ª”–ÃÓ65500°ø,∆‰À˚¿‡–Õ£∫0:ºÃ≥–Œª÷√≈……˙ 1:æ¯∂‘Œª÷√≈……˙(±Ì æ≈……˙◊¯±Í) 255:≤ª≈……˙(±Ì æ≥ˆ…˙◊¯±Í), «∑Ò «≈……˙π÷ŒÔ,À¿Õˆ≈……˙ID(÷ª÷ß≥÷±æ∆¡µƒID||––∫≈),≥ˆ…˙µ„X◊¯±Í,≥ˆ…˙µ„Y◊¯±Í,≥ˆ…˙µ„H◊¯±Í,À˘‘⁄∏±±æΩ◊∂Œ°æ≥« –ÃÓ0|–¸…Õ∫Õ¡‘ªÍÃÓ0°ø,Ω«…´≥ı ºµ»º∂,≥ˆ…˙’– Ω∂‘”¶µƒID|ActID,À¿Õˆ’– Ω∂‘”¶µƒID|ActID,0:ƒ¨»œµƒ∑ΩœÚ 1:œ‡∑¥µƒ∑ΩœÚ, «∑Ò…˙–ßÀ¿Õˆ, «∑ÒÀ¿Õˆ¡À≤≈ƒ‹Õ®π˝,µÙ¬‰id°æ65535¥˙±Ì√ª”–°ø,µÙ¬‰º∏¬ °æ∞Ÿ∑÷±»°ø
RAN,"[0,65535]",#,"[0,255]","[0,65500]","[0,255]","[0,1]","[0,255]","[0,65500]","[0,65500]","[0,65500]","[0,255]","[0,255]","[0,255]","[0,255]","[0,1]","[0,1]","[0,1]","[0,65535]","[0,100]"
0,371,ƒæÕ∞,0,0,255,0,255,700,200,0,0,1,10,255,0,0,1,0,100
1,371,ƒæÕ∞,0,0,255,0,255,650,160,0,0,1,10,255,0,0,1,0,50
2,371,ƒæÕ∞,0,0,0,0,3,750,160,0,0,1,10,255,0,0,1,65535,0
3,171,…±»À∑‰,0,0,255,1,255,0,0,0,0,1,10,255,0,0,1,65535,0
4,371,ƒæÕ∞,0,0,255,0,255,800,75,0,0,1,10,255,0,0,1,0,50
5,371,ƒæÕ∞,0,0,0,0,255,750,35,0,0,1,10,255,0,0,1,0,50
6,371,ƒæÕ∞,0,0,255,0,255,850,35,0,0,1,10,255,0,0,1,0,50
7,371,ƒæÕ∞,0,0,255,0,255,900,200,0,0,1,10,255,0,0,1,0,50
8,371,ƒæÕ∞,0,0,0,0,255,850,160,0,0,1,10,255,0,0,1,65535,0
9,371,ƒæÕ∞,0,0,0,0,10,950,160,0,0,1,10,255,0,0,1,0,50
10,601, ≥√Œ“œ,0,0,255,1,255,0,0,0,0,1,10,255,0,0,1,65535,0
11,371,ƒæÕ∞,0,0,0,0,12,1000,75,0,0,1,10,255,0,0,1,65535,0
12,171,…±»À∑‰,0,0,255,1,255,0,0,0,0,1,10,255,0,0,1,65535,0
13,371,ƒæÕ∞,0,0,255,0,255,1050,35,0,0,1,10,255,0,0,1,0,50
14,371,ƒæÕ∞,0,0,255,0,255,950,35,0,0,1,10,255,0,0,1,0,50
15,371,ƒæÕ∞,0,0,255,0,255,1100,200,0,0,1,10,255,0,0,1,0,50
16,371,ƒæÕ∞,0,0,255,0,255,1050,160,0,0,1,10,255,0,0,1,0,50
17,371,ƒæÕ∞,0,0,255,0,255,1150,160,0,0,1,10,255,0,0,1,0,50
18,371,ƒæÕ∞,0,0,255,0,255,1200,75,0,0,1,10,255,0,0,1,0,50
19,371,ƒæÕ∞,0,0,255,0,255,1250,35,0,0,1,10,255,0,0,1,0,50
20,371,ƒæÕ∞,0,0,255,0,255,1150,35,0,0,1,10,255,0,0,1,0,50
21,65535,1∆¡1Ω◊∂Œ,0,65500,255,0,255,1400,650,0,0,1,255,255,0,0,1,65535,0
22,371,ƒæÕ∞,0,0,0,0,23,800,185,900,1,1,10,255,0,0,1,65535,0
23,171,…±»À∑‰,0,0,255,1,255,0,0,0,1,1,10,255,0,0,1,65535,0
24,371,ƒæÕ∞,0,0,0,0,255,850,130,900,1,1,10,255,0,0,1,65535,0
25,371,ƒæÕ∞,0,0,255,0,255,750,130,900,1,1,10,255,0,0,1,0,50
26,371,ƒæÕ∞,0,0,255,0,255,800,75,900,1,1,10,255,0,0,1,0,50
27,371,ƒæÕ∞,0,0,255,0,255,600,220,1400,1,1,10,255,0,0,1,0,50
28,371,ƒæÕ∞,0,0,0,0,29,600,40,1400,1,1,10,255,0,0,1,65535,0
29,601, ≥√Œ“œ,0,0,255,1,255,0,0,0,1,1,10,255,0,0,1,65535,0
30,371,ƒæÕ∞,0,0,0,0,255,1000,220,1400,1,1,10,255,0,0,1,65535,0
31,371,ƒæÕ∞,0,0,0,0,32,1000,40,1400,1,1,10,255,0,0,1,65535,0
32,171,…±»À∑‰,0,0,255,1,255,0,0,0,1,1,10,255,0,0,1,65535,0
33,65535,1∆¡2Ω◊∂Œ,0,65500,255,0,255,1400,650,0,1,1,255,255,0,0,1,65535,0
34,371,ƒæÕ∞,0,0,0,0,35,800,185,1400,2,1,10,255,0,0,1,65535,0
35,171,…±»À∑‰,0,0,255,1,255,0,0,0,2,1,10,255,0,0,1,65535,0
